0,seas,trend,resid,actual_values
1973-12-31,108.02574426697403,436.04931506849306,-167.07505933546707,377.0
1974-01-01,109.63787486804235,436.00273972602724,-160.64061459406958,385.0
1974-01-02,119.45926406328623,435.95616438356166,-163.4154284468479,392.0
1974-01-03,123.11779884629682,435.91232876712314,-147.03012761341995,412.0
1974-01-04,127.03208386823702,435.86849315068497,-136.90057701892198,426.0
1974-01-05,139.38822935529353,435.8191780821916,-131.20740743748516,444.0
1974-01-06,151.33163101181117,435.7698630136987,-81.10149402550985,506.0
1974-01-07,157.07383017170483,435.72602739726017,-35.799857568964995,557.0
1974-01-08,177.36325698978507,435.6904109589042,-48.05366794868925,565.0
1974-01-09,182.1521619552887,435.65479452054785,-74.80695647583656,543.0
1974-01-10,190.940805994504,435.6164383561644,-121.55724435066838,505.0
1974-01-11,225.18124390195152,435.5753424657533,-140.7565863677048,520.0
1974-01-12,251.27928128754647,435.53698630136984,-115.8162675889163,571.0
1974-01-13,246.49656198690525,435.49863013698626,-87.99519212389151,594.0
1974-01-14,242.33360785260453,435.46301369863016,-110.7966215512347,567.0
1974-01-15,232.90868372482697,435.4301369863013,-154.33882071112828,514.0
1974-01-16,229.17423578752565,435.3972602739726,-198.57149606149827,466.0
1974-01-17,243.6059978958864,435.3698630136986,-244.97586090958498,434.0
1974-01-18,247.44258714058114,435.3424657534247,-247.78505289400582,435.0
1974-01-19,253.08804787907889,435.31506849315065,-189.40311637222953,499.0
1974-01-20,246.5195490611513,435.2794520547945,-95.7990011159458,586.0
1974-01-21,260.2130202367006,435.25479452054793,-78.4678147572485,617.0
